,country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
26433,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,3,0
26448,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,C,0,2,0
26474,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,1
26482,Portugal,Corporate,5,0,No Deposit,0,Transient,A,0,0,0
26484,Portugal,Complementary,0,2,No Deposit,0,Transient,G,0,2,0
26488,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,2,1
26497,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,4,1
26510,Portugal,Groups,1,1,Non Refund,0,Transient-Party,A,0,0,1
26511,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Group,A,0,1,0
26512,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
26513,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
26515,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,0
26523,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,2,1
26527,Portugal,Groups,0,0,Non Refund,59,Transient,A,0,0,1
26528,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,1,0
26555,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
26557,Portugal,Direct,0,3,No Deposit,0,Transient,A,0,0,1
26571,Non Portugal,Groups,0,1,No Deposit,0,Transient,A,0,0,0
26572,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,E,0,0,0
26576,Non Portugal,Online TA,0,2,No Deposit,0,Transient,H,1,0,0
26579,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,1,1
26588,Non Portugal,Groups,0,2,No Deposit,0,Transient,B,0,1,0
26604,Portugal,Aviation,0,0,No Deposit,0,Transient,D,0,2,0
26613,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,B,0,0,0
26619,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,0
26627,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
26631,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
26633,Portugal,Online TA,0,2,No Deposit,0,Transient,F,1,0,0
26658,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,1,1
26664,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
26670,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
26672,Non Portugal,Online TA,0,0,No Deposit,0,Contract,A,0,2,0
26685,Non Portugal,Offline TA/TO,0,3,No Deposit,68,Transient-Party,A,0,1,0
26686,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
26687,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
26691,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient-Party,A,0,1,0
26700,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,3,0
26702,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
26707,Portugal,Direct,0,1,No Deposit,0,Transient,E,1,4,0
26708,Non Portugal,Groups,0,0,No Deposit,0,Transient,A,0,0,0
26715,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,F,0,2,0
26731,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,0
26738,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
26741,Non Portugal,Direct,0,3,No Deposit,0,Transient,F,0,1,0
26755,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,1,1,0
26763,Non Portugal,Corporate,0,0,Refundable,0,Transient-Party,A,0,0,0
26769,Portugal,Direct,0,0,No Deposit,0,Group,A,0,2,0
26772,Non Portugal,Complementary,0,1,No Deposit,0,Transient,F,1,0,0
26778,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,A,0,2,0
26783,Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,0,0
26792,Portugal,Corporate,1,0,No Deposit,0,Transient,E,0,0,1
26800,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
26817,Non Portugal,Online TA,0,4,No Deposit,0,Transient,A,0,1,0
26837,Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,1,0
26840,Portugal,Corporate,0,0,Non Refund,16,Transient,A,0,0,1
26863,Non Portugal,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
26871,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
26875,Portugal,Online TA,0,1,No Deposit,0,Transient,G,0,0,1
26881,Portugal,Direct,0,3,No Deposit,0,Transient,A,0,1,1
26891,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
26896,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,0,0
26901,Portugal,Online TA,1,0,No Deposit,0,Contract,F,0,0,1
26907,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,2,0
26926,Non Portugal,Direct,0,2,No Deposit,0,Transient,F,0,0,0
26936,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
26938,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,0,1,0
26942,Non Portugal,Offline TA/TO,0,0,No Deposit,224,Transient-Party,A,0,0,0
26943,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,2,0
26945,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,0,0
26957,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,0,0
26965,Portugal,Offline TA/TO,0,0,Non Refund,27,Transient,A,0,0,1
26971,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
26977,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,3,2,0
26991,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,0,0
26992,Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
27001,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,1,1
27008,Portugal,Online TA,0,7,No Deposit,0,Transient,A,0,0,0
27022,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,4,0
27039,Portugal,Direct,1,1,No Deposit,0,Transient,E,0,0,0
27040,Non Portugal,Aviation,0,0,No Deposit,0,Transient-Party,D,0,0,0
27068,Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,A,1,0,0
27069,Non Portugal,Online TA,0,3,No Deposit,0,Transient-Party,A,0,1,1
27077,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
27079,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
27080,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,1,0,0
27082,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
27115,Portugal,Groups,1,1,No Deposit,0,Transient-Party,A,0,0,1
27119,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
27128,Non Portugal,Direct,0,2,No Deposit,0,Transient,D,0,0,0
27131,Non Portugal,Online TA,0,3,No Deposit,0,Transient,A,0,0,1
27143,Portugal,Corporate,0,0,No Deposit,0,Transient-Party,D,1,0,0
27154,Portugal,Direct,0,3,No Deposit,0,Transient,A,0,1,0
27158,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
27162,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,E,0,1,0
27167,Portugal,Complementary,0,1,No Deposit,0,Transient,A,0,2,0
27170,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
27175,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
27189,Non Portugal,Online TA,0,1,No Deposit,0,Transient,G,0,1,0
27190,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
27195,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,1,2,0
27202,Portugal,Direct,0,0,No Deposit,0,Transient-Party,A,0,1,1
27208,Portugal,Direct,0,0,No Deposit,0,Transient-Party,E,0,0,0
27224,Non Portugal,Online TA,0,0,No Deposit,0,Group,A,1,1,0
27238,Non Portugal,Offline TA/TO,0,3,No Deposit,0,Transient,E,0,0,0
27242,Non Portugal,Direct,0,1,No Deposit,0,Transient,F,0,0,0
27246,Non Portugal,Online TA,0,1,No Deposit,0,Transient,H,1,1,0
27272,Portugal,Direct,0,3,No Deposit,0,Transient,C,0,0,0
27274,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
27277,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,D,0,1,0
27278,Non Portugal,Online TA,0,1,No Deposit,0,Contract,F,0,0,0
27291,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
27340,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
27342,Portugal,Complementary,0,0,No Deposit,0,Transient,A,0,2,0
27348,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
27352,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
27377,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,1,0
27380,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
27393,Non Portugal,Online TA,0,5,No Deposit,0,Transient,A,0,1,0
27394,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
27399,Portugal,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
27404,Non Portugal,Corporate,0,2,No Deposit,0,Transient-Party,E,0,0,0
27411,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,2,0
27434,Portugal,Groups,0,0,Non Refund,84,Transient,A,0,0,1
27453,Portugal,Corporate,1,0,No Deposit,0,Transient-Party,A,0,1,0
27458,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
27459,Portugal,Direct,0,4,No Deposit,0,Transient,A,0,1,1
27462,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
27470,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,E,0,0,0
27483,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
27499,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,2,0
27501,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
27508,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
27522,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,1,3,0
27523,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
27533,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,1,0
27556,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,1,1,0
27557,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,G,1,2,0
27571,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,1,1
27581,Non Portugal,Groups,1,0,No Deposit,0,Transient-Party,A,0,0,1
27589,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
27594,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
27595,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
27601,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,1,1
27612,Non Portugal,Complementary,0,0,No Deposit,0,Transient,A,0,1,0
27632,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,3,1
27638,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
27639,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,4,0
27658,Non Portugal,Direct,0,0,No Deposit,0,Transient,E,1,0,0
27662,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,1,0
27663,Non Portugal,Groups,0,0,No Deposit,0,Transient,E,0,0,0
27667,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,1,1,0
27670,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
27672,Portugal,Online TA,0,5,No Deposit,0,Transient-Party,D,1,0,0
27680,Non Portugal,Online TA,0,2,No Deposit,0,Transient,E,0,0,0
27687,Non Portugal,Online TA,0,4,No Deposit,0,Transient,D,0,0,1
27719,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
27727,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
27728,Non Portugal,Online TA,0,2,No Deposit,0,Transient-Party,G,0,1,0
27747,Non Portugal,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
27760,Non Portugal,Direct,0,2,No Deposit,0,Transient-Party,F,1,1,0
27773,Portugal,Direct,0,0,No Deposit,0,Transient,D,0,3,0
27779,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,1,2,0
27788,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,2,0
27797,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
27800,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
27813,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,1,0
27830,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
27837,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
27850,Portugal,Corporate,0,0,No Deposit,0,Transient,D,0,2,0
27852,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,0
27854,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
27857,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,E,0,1,0
27867,Non Portugal,Online TA,0,2,No Deposit,0,Transient,F,0,2,0
27868,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
27891,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,H,0,1,0
27893,Portugal,Corporate,4,0,No Deposit,0,Transient,A,1,0,0
27896,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,3,1
27900,Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,F,0,1,1
27916,Non Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,0,0
27933,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,1,1,0
27936,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
27940,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,0,0
27942,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
27956,Non Portugal,Direct,0,2,No Deposit,0,Transient,E,0,1,0
27966,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
27971,Non Portugal,Direct,0,1,No Deposit,0,Transient,B,0,0,0
27977,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,3,0
27987,Non Portugal,Aviation,0,0,No Deposit,0,Transient,D,0,0,0
27989,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
27991,Non Portugal,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
27994,Portugal,Online TA,0,0,No Deposit,0,Transient,H,0,1,0
27995,Portugal,Online TA,0,2,No Deposit,0,Contract,A,0,2,0
28032,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,0,0
28045,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,0,0
28052,Non Portugal,Corporate,0,1,No Deposit,0,Transient,A,0,0,0
28054,Portugal,Aviation,0,0,No Deposit,0,Group,A,0,0,0
28056,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
28060,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,5,0
28086,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
28091,Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,0,0
28095,Non Portugal,Direct,0,3,No Deposit,0,Transient,A,0,0,0
28101,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,0,0,0
28103,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,2,0
28109,Portugal,Online TA,0,0,No Deposit,0,Group,D,0,3,0
28123,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,1,0,0
28134,Non Portugal,Online TA,0,1,No Deposit,0,Transient,E,0,3,0
28136,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,2,0
28168,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,3,0
28190,Non Portugal,Corporate,0,2,No Deposit,0,Transient-Party,A,0,0,0
28191,Portugal,Corporate,0,0,No Deposit,0,Transient,G,0,3,0
28198,Portugal,Corporate,0,0,No Deposit,0,Transient,E,1,1,0
28200,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
28202,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,2,1
28219,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,2,0
28220,Non Portugal,Online TA,1,0,No Deposit,0,Transient-Party,A,0,0,1
28261,Non Portugal,Corporate,0,3,No Deposit,0,Transient,A,0,2,0
28272,Non Portugal,Online TA,0,0,No Deposit,0,Contract,D,0,1,0
28313,Non Portugal,Direct,0,0,No Deposit,0,Transient,D,1,0,0
28327,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,D,0,2,0
28330,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,1,1,0
28340,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
28354,Portugal,Direct,0,3,No Deposit,0,Transient,C,1,2,0
28365,Non Portugal,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
28366,Non Portugal,Direct,0,1,No Deposit,0,Transient,B,0,1,0
28368,Non Portugal,Online TA,0,2,No Deposit,0,Transient,B,0,0,0
28369,Non Portugal,Online TA,0,1,No Deposit,0,Contract,A,1,1,0
28370,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
28384,Non Portugal,Online TA,0,3,No Deposit,0,Transient,D,1,5,0
28389,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
28390,Non Portugal,Online TA,0,2,No Deposit,0,Transient,B,0,1,1
28411,Non Portugal,Groups,0,0,No Deposit,0,Transient,A,0,0,0
28418,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,0,0
28424,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Group,A,0,1,0
28433,Portugal,Direct,0,0,No Deposit,0,Transient,H,1,1,0
28451,Portugal,Complementary,2,0,No Deposit,0,Transient,D,0,0,0
28457,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient-Party,E,0,2,0
28466,Portugal,Direct,0,4,No Deposit,0,Transient,A,1,3,0
28479,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,0,0
28485,Non Portugal,Direct,0,1,No Deposit,0,Transient,A,0,0,0
28490,Non Portugal,Direct,0,2,No Deposit,0,Transient,A,1,0,0
28494,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
28497,Portugal,Direct,0,3,No Deposit,0,Transient,E,0,1,1
28504,Portugal,Corporate,0,0,No Deposit,0,Contract,A,0,2,1
28507,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
28515,Non Portugal,Online TA,0,1,No Deposit,0,Transient,F,0,2,0
28536,Non Portugal,Aviation,2,0,No Deposit,0,Transient,D,0,0,1
28538,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
28568,Non Portugal,Online TA,0,1,No Deposit,0,Transient,B,0,0,1
28576,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
28584,Portugal,Groups,0,3,No Deposit,59,Transient-Party,A,0,3,0
28595,Non Portugal,Offline TA/TO,0,0,No Deposit,1,Transient,A,0,0,0
28598,Non Portugal,Direct,0,1,No Deposit,0,Transient,D,1,3,0
28600,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,2,0
28604,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,0
28605,Non Portugal,Corporate,0,6,No Deposit,0,Transient-Party,A,0,1,0
28607,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
28623,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
28641,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,E,0,0,0
28642,Portugal,Groups,0,6,No Deposit,0,Transient-Party,E,0,2,0
28648,Non Portugal,Online TA,0,3,No Deposit,0,Transient,H,1,0,0
28664,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,1,0,0
28668,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
28680,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient,A,0,2,0
28683,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,1,1
28687,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
28694,Non Portugal,Direct,0,3,No Deposit,0,Transient,G,1,0,0
28696,Non Portugal,Online TA,0,2,No Deposit,0,Transient,E,0,1,0
28701,Non Portugal,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
28702,Non Portugal,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
28707,Non Portugal,Groups,0,2,No Deposit,0,Transient-Party,A,0,0,0
28712,Non Portugal,Online TA,0,0,No Deposit,0,Transient,B,0,1,1
28713,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,1,1,0
28723,Non Portugal,Online TA,0,0,Refundable,0,Transient,A,0,0,1
28729,Non Portugal,Direct,0,2,No Deposit,0,Transient,F,1,1,0
28733,Non Portugal,Online TA,0,0,No Deposit,0,Transient,F,0,0,0
28737,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
28755,Non Portugal,Groups,0,1,Refundable,0,Transient-Party,A,0,0,0
28756,Portugal,Direct,2,1,No Deposit,0,Transient,A,0,2,1
28758,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,0,0
28763,Non Portugal,Groups,0,3,No Deposit,0,Transient-Party,C,0,0,0
28795,Non Portugal,Direct,0,4,No Deposit,0,Transient,A,0,2,0
28796,Portugal,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,0
28803,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
28809,Portugal,Online TA,0,3,No Deposit,0,Transient-Party,A,0,0,0
28810,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,0
28812,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,0
28817,Non Portugal,Online TA,0,1,No Deposit,0,Transient,D,1,2,0
28828,Non Portugal,Corporate,0,1,No Deposit,0,Transient,E,0,0,1
28875,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,3,0
28884,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
28891,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
28897,Non Portugal,Online TA,0,0,No Deposit,0,Contract,D,0,2,0
28899,Non Portugal,Direct,0,0,No Deposit,0,Transient,G,0,0,0
28902,Portugal,Direct,0,3,No Deposit,0,Transient,G,1,2,0
28913,Non Portugal,Direct,0,0,No Deposit,0,Transient,C,0,0,0
28926,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
28947,Portugal,Direct,1,1,No Deposit,0,Transient,A,0,0,0
28948,Non Portugal,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,1,0
28954,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
28988,Non Portugal,Offline TA/TO,0,2,No Deposit,0,Transient,E,0,2,0
29002,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
29012,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
29025,Portugal,Complementary,0,0,No Deposit,0,Transient,G,0,2,0
29033,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,1,0
29035,Non Portugal,Direct,0,1,No Deposit,0,Transient,F,1,0,0
29036,Portugal,Online TA,1,0,No Deposit,0,Transient,G,0,3,1
29042,Non Portugal,Online TA,0,2,No Deposit,0,Transient,G,1,1,0
29050,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
29063,Portugal,Online TA,0,1,No Deposit,0,Transient,G,1,2,0
29079,Non Portugal,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
29081,Non Portugal,Online TA,0,0,No Deposit,0,Transient,C,0,1,1
29083,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,1,2,0
29085,Portugal,Online TA,0,2,No Deposit,0,Transient,E,1,3,0
29086,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
29090,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,0
29094,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,D,1,0,0
29096,Non Portugal,Corporate,0,1,No Deposit,15,Transient-Party,D,0,1,0
29101,Portugal,Complementary,0,1,No Deposit,0,Transient,A,0,1,1
29106,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
29119,Portugal,Offline TA/TO,0,0,Non Refund,63,Transient,A,0,0,1
29130,Portugal,Offline TA/TO,0,2,No Deposit,0,Transient-Party,D,0,0,0
29133,Non Portugal,Groups,0,0,No Deposit,0,Transient-Party,D,1,0,0
29136,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,1,0
29147,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,2,0
29148,Non Portugal,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
29150,Non Portugal,Online TA,0,1,No Deposit,0,Transient,G,0,0,0
29165,Portugal,Direct,0,2,No Deposit,0,Transient,C,0,0,1
29170,Non Portugal,Direct,0,1,No Deposit,0,Transient,E,0,3,0
29182,Non Portugal,Corporate,0,1,No Deposit,0,Transient-Party,D,0,0,0
29189,Portugal,Direct,0,3,No Deposit,0,Transient,F,0,2,0
29190,Portugal,Corporate,0,0,Non Refund,0,Transient,D,0,0,1
29200,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
29203,Portugal,Aviation,0,1,No Deposit,0,Transient,A,0,0,1
29232,Non Portugal,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,0,0
29234,Non Portugal,Online TA,0,2,No Deposit,0,Transient,H,0,0,0
29245,Portugal,Online TA,1,0,No Deposit,0,Transient-Party,A,0,0,1
29275,Non Portugal,Direct,0,0,No Deposit,0,Transient-Party,D,0,0,1
29282,Portugal,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
29283,Non Portugal,Online TA,0,1,No Deposit,0,Transient,A,1,1,0
29304,Non Portugal,Direct,0,0,No Deposit,0,Transient,A,0,1,1
29311,Non Portugal,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
29321,Non Portugal,Online TA,0,0,No Deposit,0,Transient-Party,A,1,1,0
29322,Non Portugal,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
29324,Non Portugal,Groups,0,1,No Deposit,0,Transient-Party,G,1,0,0
29325,Non Portugal,Groups,0,1,No Deposit,0,Transient,A,0,0,0
29341,Non Portugal,Direct,0,1,No Deposit,0,Transient,H,0,0,0
29344,Non Portugal,Direct,0,0,No Deposit,0,Transient,F,0,0,1
29358,Portugal,Online TA,0,1,No Deposit,0,Transient,E,1,0,0
29361,Non Portugal,Online TA,0,3,No Deposit,0,Transient-Party,G,0,0,0
29366,Portugal,Direct,1,1,No Deposit,0,Transient,E,1,1,0
